loan_id,grade,home_ownership,purpose,verification_status,term,emp_length_int,mths_since_issue_d,int_rate,mths_since_earliest_cr_line,acc_now_delinq,inq_last_6mths,annual_inc,dti,good_bad
28737,B,OWN,debt_consolidation,Not Verified,36 months,2,37,10.49,99,0.0,0,30000.0,25.98,1
26646,A,MORTGAGE,debt_consolidation,Source Verified,60 months,10,38,8.39,521,0.0,1,107000.0,11.18,1
3086,A,MORTGAGE,house,Source Verified,36 months,2,57,6.03,159,0.0,0,41000.0,0.29,1
28853,B,RENT,debt_consolidation,Source Verified,36 months,10,37,11.44,193,0.0,0,95000.0,15.8,1
5821,D,RENT,small_business,Verified,36 months,10,59,18.49,240,0.0,0,95000.0,13.3,1
22193,B,RENT,debt_consolidation,Not Verified,36 months,2,47,12.85,259,0.0,2,92700.0,17.63,1
1015,D,MORTGAGE,debt_consolidation,Source Verified,36 months,10,38,15.61,180,0.0,0,54000.0,13.71,1
15445,D,RENT,debt_consolidation,Not Verified,36 months,2,39,16.29,131,0.0,0,50000.0,14.79,0
7894,C,MORTGAGE,debt_consolidation,Source Verified,36 months,8,44,14.64,179,0.0,1,72012.0,16.46,1
22258,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,38,12.99,258,0.0,0,32000.0,13.05,1
11445,B,RENT,other,Verified,36 months,0,51,13.05,587,0.0,0,30000.0,1.92,1
9077,B,RENT,credit_card,Not Verified,36 months,8,65,14.09,158,0.0,1,30000.0,10.08,1
6751,C,MORTGAGE,debt_consolidation,Not Verified,36 months,10,49,15.1,260,0.0,0,25000.0,14.21,1
1707,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,45,15.61,180,0.0,1,85000.0,28.65,1
4636,B,MORTGAGE,credit_card,Source Verified,60 months,2,48,10.99,166,,0,56000.0,25.79,1
9352,B,MORTGAGE,debt_consolidation,Source Verified,60 months,10,38,12.49,390,0.0,3,163072.0,32.6,1
19721,D,MORTGAGE,credit_card,Source Verified,36 months,10,37,17.14,181,0.0,1,35000.0,20.71,1
21584,C,RENT,debt_consolidation,Verified,60 months,4,47,16.24,572,0.0,3,38000.0,24.44,1
24864,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,53,9.71,271,0.0,0,52000.0,19.64,1
22587,D,RENT,medical,Verified,36 months,0,44,17.57,351,0.0,0,16932.0,8.93,1
26099,B,MORTGAGE,credit_card,Verified,36 months,10,37,10.49,364,0.0,1,38000.0,6.76,1
8115,D,RENT,debt_consolidation,Not Verified,36 months,4,60,17.77,130,0.0,0,33000.0,26.4,1
3692,B,RENT,debt_consolidation,Source Verified,36 months,2,72,9.91,213,0.0,0,52000.0,13.38,1
28067,F,MORTGAGE,debt_consolidation,Source Verified,60 months,3,44,24.99,131,0.0,0,57000.0,8.93,1
6037,A,RENT,debt_consolidation,Not Verified,36 months,4,86,6.54,194,,3,65000.0,20.19,1
16533,B,MORTGAGE,credit_card,Not Verified,36 months,10,53,10.64,224,0.0,0,31000.0,10.65,1
2578,C,MORTGAGE,other,Source Verified,36 months,10,44,15.61,243,0.0,0,75000.0,28.29,1
4176,D,MORTGAGE,debt_consolidation,Source Verified,36 months,10,50,17.76,230,0.0,1,105000.0,12.01,1
21937,B,RENT,debt_consolidation,Not Verified,36 months,5,61,10.16,194,0.0,0,60000.0,11.84,1
5664,E,RENT,debt_consolidation,Not Verified,36 months,10,66,20.99,191,0.0,0,58000.0,23.26,0
21472,A,RENT,debt_consolidation,Not Verified,36 months,10,64,6.03,273,0.0,0,105000.0,8.26,1
18071,A,MORTGAGE,debt_consolidation,Not Verified,36 months,8,37,6.03,294,0.0,1,117000.0,8.64,1
22136,C,RENT,debt_consolidation,Not Verified,36 months,0,47,13.98,367,0.0,0,53417.0,28.15,0
29885,B,MORTGAGE,medical,Source Verified,36 months,8,45,10.99,195,0.0,0,52800.0,13.55,0
2262,C,MORTGAGE,debt_consolidation,Not Verified,36 months,6,58,15.8,331,0.0,3,94253.0,20.01,1
19603,B,OWN,home_improvement,Source Verified,36 months,10,52,13.05,362,0.0,0,58300.0,26.94,1
13484,C,MORTGAGE,debt_consolidation,Source Verified,36 months,10,44,15.31,194,0.0,2,120000.0,19.15,1
13095,B,MORTGAGE,debt_consolidation,Source Verified,36 months,7,46,12.85,201,0.0,0,320000.0,15.2,1
2264,F,MORTGAGE,credit_card,Source Verified,60 months,10,84,18.17,273,0.0,0,96000.0,23.06,1
4812,C,MORTGAGE,debt_consolidation,Not Verified,36 months,10,65,14.33,207,0.0,1,66400.0,26.89,1
7453,B,MORTGAGE,debt_consolidation,Verified,36 months,9,51,9.71,485,0.0,0,50000.0,21.82,1
11054,E,MORTGAGE,credit_card,Verified,60 months,0,40,20.2,454,0.0,3,76500.0,34.43,0
28225,A,MORTGAGE,home_improvement,Source Verified,36 months,4,38,7.12,355,0.0,0,200000.0,9.75,1
824,D,MORTGAGE,debt_consolidation,Verified,36 months,0,48,16.99,204,0.0,3,40000.0,15.39,1
17473,B,RENT,debt_consolidation,Source Verified,60 months,10,38,12.49,400,0.0,1,108500.0,19.72,1
2407,B,MORTGAGE,credit_card,Not Verified,36 months,4,52,11.55,147,0.0,0,56000.0,20.38,1
2774,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,47,13.53,179,0.0,0,53351.32,19.91,1
11154,D,MORTGAGE,debt_consolidation,Verified,36 months,6,61,18.75,478,0.0,0,172000.0,22.14,0
23607,D,OWN,debt_consolidation,Source Verified,60 months,10,37,15.99,313,0.0,0,28000.0,19.07,1
20691,C,RENT,debt_consolidation,Source Verified,36 months,10,60,15.31,294,0.0,1,145000.0,10.52,1
24323,C,RENT,medical,Not Verified,36 months,2,47,15.61,226,0.0,0,45000.0,26.88,1
13785,A,MORTGAGE,credit_card,Source Verified,36 months,10,40,8.39,240,,0,70000.0,15.53,1
1331,A,RENT,other,Source Verified,36 months,8,41,6.49,193,0.0,0,110000.0,12.67,1
6907,B,RENT,debt_consolidation,Not Verified,36 months,4,58,12.12,198,0.0,0,60000.0,21.46,1
27525,A,RENT,debt_consolidation,Not Verified,36 months,4,63,7.62,126,0.0,2,35000.0,20.78,1
15356,C,RENT,debt_consolidation,Source Verified,36 months,6,43,14.49,141,0.0,1,55000.0,23.87,1
15685,C,RENT,credit_card,Source Verified,36 months,10,39,13.98,173,0.0,2,40000.0,19.32,1
2567,B,RENT,debt_consolidation,Verified,60 months,5,66,13.11,199,,2,45000.0,18.88,0
29753,C,RENT,other,Source Verified,36 months,4,38,12.99,198,0.0,2,30000.0,19.76,1
8578,E,MORTGAGE,credit_card,Verified,60 months,10,59,21.0,365,0.0,1,90000.0,22.56,0
13238,B,OWN,debt_consolidation,Source Verified,36 months,10,53,13.05,275,0.0,0,47000.0,11.46,1
3175,C,MORTGAGE,debt_consolidation,Verified,36 months,0,47,15.61,200,0.0,2,68500.0,18.92,0
2021,B,RENT,debt_consolidation,Not Verified,36 months,10,51,11.55,216,,0,38000.0,10.74,1
13623,C,MORTGAGE,other,Verified,36 months,0,53,16.78,544,0.0,1,52000.0,23.33,1
12942,B,OWN,debt_consolidation,Verified,36 months,5,44,12.99,170,0.0,2,22000.0,7.64,1
26726,F,RENT,other,Verified,60 months,6,52,24.5,243,0.0,1,85000.0,13.25,1
20242,B,RENT,debt_consolidation,Verified,36 months,2,46,9.67,147,0.0,1,53000.0,20.27,1
10298,A,RENT,debt_consolidation,Source Verified,36 months,10,37,7.49,343,0.0,0,73000.0,13.79,0
565,D,RENT,debt_consolidation,Source Verified,60 months,8,45,16.59,319,0.0,0,65798.0,18.2,1
5724,B,MORTGAGE,credit_card,Not Verified,36 months,10,38,9.17,270,0.0,0,50000.0,5.88,1
12312,A,MORTGAGE,debt_consolidation,Not Verified,36 months,10,81,6.92,241,0.0,0,52500.0,12.21,1
84,C,MORTGAGE,debt_consolidation,Verified,36 months,2,38,13.98,190,0.0,2,51000.0,17.34,0
16686,D,MORTGAGE,debt_consolidation,Source Verified,36 months,3,43,17.57,177,0.0,1,45000.0,32.48,1
14502,B,RENT,credit_card,Verified,36 months,3,65,9.76,146,0.0,0,29000.0,34.88,1
12373,B,MORTGAGE,debt_consolidation,Not Verified,36 months,6,91,11.36,231,0.0,1,62000.0,15.19,0
19585,B,RENT,debt_consolidation,Not Verified,36 months,3,36,9.49,184,0.0,3,120000.0,7.75,1
1325,B,MORTGAGE,credit_card,Verified,36 months,0,43,12.49,293,0.0,0,50000.0,26.04,1
18283,B,MORTGAGE,home_improvement,Not Verified,36 months,6,54,11.14,221,0.0,3,187000.0,4.11,1
5162,B,MORTGAGE,small_business,Verified,36 months,2,77,11.99,212,0.0,0,32400.0,3.67,1
9991,C,RENT,credit_card,Not Verified,36 months,8,54,16.29,268,0.0,0,45000.0,20.75,1
18591,C,MORTGAGE,debt_consolidation,Verified,60 months,1,39,14.49,209,0.0,0,40000.0,23.25,1
13665,B,OWN,credit_card,Verified,36 months,10,41,10.15,189,0.0,2,15000.0,9.68,1
22076,A,RENT,debt_consolidation,Source Verified,36 months,3,40,6.03,186,0.0,0,64000.0,17.57,1
22444,D,MORTGAGE,debt_consolidation,Source Verified,60 months,10,38,16.29,221,0.0,1,60000.0,17.02,1
26158,D,RENT,debt_consolidation,Verified,36 months,1,68,17.27,275,0.0,1,40000.0,16.47,0
28672,B,MORTGAGE,debt_consolidation,Source Verified,36 months,3,39,10.99,240,0.0,1,75000.0,5.9,1
1797,B,MORTGAGE,other,Verified,36 months,0,71,12.69,211,0.0,3,33000.0,18.62,0
1392,C,RENT,small_business,Not Verified,36 months,2,125,10.59,215,0.0,0,48000.0,4.05,0
5173,C,RENT,debt_consolidation,Not Verified,36 months,8,43,13.65,231,,0,35000.0,27.74,1
20166,B,MORTGAGE,debt_consolidation,Not Verified,36 months,9,39,10.15,181,0.0,0,54000.0,25.91,1
12921,A,RENT,credit_card,Not Verified,36 months,3,37,6.99,236,0.0,1,27000.0,6.84,1
21125,C,RENT,debt_consolidation,Source Verified,60 months,6,41,14.99,232,0.0,0,53000.0,5.07,1
24316,E,RENT,vacation,Verified,36 months,10,57,21.49,182,0.0,2,60000.0,28.7,1
1953,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,43,11.99,208,0.0,1,30000.0,9.0,1
6124,C,MORTGAGE,debt_consolidation,Verified,36 months,0,51,15.61,166,0.0,0,37984.76,14.25,1
3075,E,MORTGAGE,other,Verified,36 months,0,42,19.52,271,0.0,3,73632.0,5.28,1
1689,D,OWN,debt_consolidation,Source Verified,60 months,2,41,16.29,402,0.0,0,55200.0,18.52,1
18449,A,OWN,credit_card,Verified,36 months,10,54,7.62,378,0.0,0,100000.0,8.36,1
2026,C,MORTGAGE,debt_consolidation,Source Verified,60 months,10,43,14.49,200,0.0,1,90000.0,8.03,1
4193,C,OWN,debt_consolidation,Not Verified,60 months,2,43,15.61,220,0.0,0,60000.0,24.51,1
23092,B,MORTGAGE,home_improvement,Not Verified,36 months,7,43,10.15,194,0.0,1,43000.0,20.57,1
20079,A,RENT,credit_card,Source Verified,36 months,10,38,8.39,176,0.0,0,49000.0,35.66,1
14172,B,MORTGAGE,credit_card,Not Verified,36 months,2,66,13.11,219,0.0,1,85936.0,34.57,1
16961,D,RENT,debt_consolidation,Verified,60 months,2,55,18.49,158,0.0,0,41000.0,31.27,1
13596,D,RENT,debt_consolidation,Source Verified,36 months,1,46,17.57,206,0.0,0,30106.0,30.98,1
17807,B,MORTGAGE,debt_consolidation,Not Verified,36 months,10,44,10.99,194,,2,71000.0,16.8,1
7749,C,RENT,debt_consolidation,Source Verified,60 months,2,46,13.98,291,0.0,0,60000.0,24.76,1
3695,C,RENT,debt_consolidation,Not Verified,36 months,7,43,13.35,202,0.0,0,47000.0,18.79,1
29640,C,MORTGAGE,credit_card,Verified,36 months,5,116,12.29,250,0.0,3,96000.0,5.36,0
26288,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,45,12.49,237,0.0,2,65000.0,25.48,1
11129,B,RENT,debt_consolidation,Not Verified,36 months,4,53,13.11,125,0.0,0,27529.4,27.55,0
27120,D,MORTGAGE,debt_consolidation,Not Verified,36 months,4,57,18.49,192,0.0,2,60000.0,24.78,1
16996,D,MORTGAGE,debt_consolidation,Source Verified,60 months,9,37,15.99,216,0.0,0,97000.0,19.03,0
18000,B,MORTGAGE,credit_card,Verified,60 months,10,48,13.53,233,0.0,1,75650.0,22.87,1
22789,D,RENT,debt_consolidation,Source Verified,36 months,1,37,15.99,183,0.0,0,80000.0,23.94,1
5008,E,RENT,debt_consolidation,Not Verified,36 months,5,58,20.49,143,0.0,1,24000.0,13.15,1
28168,A,MORTGAGE,debt_consolidation,Not Verified,36 months,10,38,6.49,365,0.0,0,48000.0,26.57,1
4326,D,RENT,debt_consolidation,Not Verified,36 months,4,45,18.92,213,0.0,2,60000.0,28.84,1
17191,B,MORTGAGE,debt_consolidation,Source Verified,36 months,8,59,14.09,152,0.0,1,100000.0,18.59,1
22812,B,MORTGAGE,debt_consolidation,Not Verified,36 months,2,64,12.12,231,0.0,0,80000.0,15.19,1
21903,C,RENT,credit_card,Verified,36 months,10,49,16.2,221,0.0,0,84000.0,32.84,1
21951,C,RENT,debt_consolidation,Source Verified,36 months,0,41,14.49,182,0.0,0,26000.0,19.07,1
14209,B,OWN,credit_card,Not Verified,36 months,7,46,12.99,198,0.0,2,49000.0,12.74,1
8051,C,MORTGAGE,credit_card,Verified,36 months,6,41,13.98,215,,1,86400.0,27.31,1
14883,D,OWN,credit_card,Source Verified,36 months,5,44,18.25,154,0.0,1,48000.0,26.01,1
22304,A,MORTGAGE,debt_consolidation,Not Verified,36 months,8,90,7.14,250,0.0,1,67000.0,14.08,1
22049,B,MORTGAGE,credit_card,Source Verified,60 months,3,40,10.99,256,0.0,0,165000.0,9.71,1
13439,E,MORTGAGE,debt_consolidation,Verified,60 months,0,43,20.2,402,1.0,0,83320.0,17.05,0
10411,C,MORTGAGE,credit_card,Source Verified,36 months,2,68,14.65,204,0.0,0,150000.0,18.25,1
26937,B,RENT,credit_card,Source Verified,36 months,9,39,11.67,206,0.0,0,82000.0,22.49,1
27554,B,RENT,debt_consolidation,Verified,36 months,4,54,12.12,236,0.0,0,27160.0,21.16,0
17739,B,MORTGAGE,debt_consolidation,Source Verified,36 months,9,41,11.67,185,0.0,0,80000.0,23.22,1
13318,A,MORTGAGE,debt_consolidation,Not Verified,36 months,9,103,9.32,492,0.0,0,57500.0,22.04,1
21774,B,MORTGAGE,debt_consolidation,Not Verified,36 months,8,41,9.17,210,0.0,0,45000.0,8.0,1
8833,C,MORTGAGE,debt_consolidation,Verified,36 months,4,38,12.99,259,0.0,0,87500.0,28.0,1
23838,B,MORTGAGE,other,Source Verified,36 months,0,66,13.11,242,0.0,1,25000.0,27.46,0
19029,B,MORTGAGE,debt_consolidation,Not Verified,36 months,2,51,12.35,204,0.0,1,85000.0,3.02,1
26448,B,MORTGAGE,credit_card,Not Verified,36 months,6,53,9.71,229,0.0,1,104000.0,21.06,1
7807,F,MORTGAGE,debt_consolidation,Verified,60 months,10,38,23.43,262,1.0,0,135000.0,16.12,1
17659,C,RENT,debt_consolidation,Verified,36 months,2,41,13.98,142,0.0,1,41200.0,32.36,1
20230,D,MORTGAGE,debt_consolidation,Verified,60 months,2,41,15.61,282,0.0,0,140000.0,8.06,1
15182,B,RENT,debt_consolidation,Not Verified,36 months,6,60,12.12,124,0.0,0,60000.0,14.6,1
3729,B,MORTGAGE,debt_consolidation,Verified,60 months,0,50,9.99,208,0.0,0,124800.0,29.5,1
25421,D,RENT,debt_consolidation,Not Verified,36 months,2,41,16.99,113,0.0,1,55000.0,16.74,0
5156,F,MORTGAGE,debt_consolidation,Verified,60 months,10,37,23.99,244,0.0,1,78000.0,32.44,1
9470,E,MORTGAGE,debt_consolidation,Verified,60 months,10,61,21.49,211,0.0,1,62000.0,32.13,0
15530,B,RENT,credit_card,Source Verified,36 months,5,66,10.74,191,0.0,0,53000.0,12.73,1
16246,C,RENT,debt_consolidation,Not Verified,36 months,0,54,16.29,138,0.0,0,21000.0,9.43,0
20117,E,MORTGAGE,small_business,Verified,36 months,10,36,21.99,254,0.0,2,95000.0,6.77,0
9323,C,MORTGAGE,credit_card,Source Verified,36 months,10,45,14.16,295,0.0,1,75000.0,26.38,1
7782,D,RENT,credit_card,Not Verified,36 months,4,50,18.55,120,0.0,1,39000.0,24.31,1
7865,C,RENT,debt_consolidation,Not Verified,36 months,8,53,13.68,168,0.0,0,34000.0,16.76,0
9368,D,RENT,debt_consolidation,Verified,60 months,2,54,17.77,222,0.0,0,55000.0,19.0,0
4548,B,RENT,debt_consolidation,Not Verified,36 months,2,41,11.67,183,,0,45210.0,28.32,1
3914,C,RENT,other,Source Verified,36 months,7,49,15.1,387,0.0,1,51000.0,34.14,1
6349,E,MORTGAGE,credit_card,Verified,60 months,4,51,21.6,344,0.0,0,36000.0,24.1,1
13559,C,MORTGAGE,home_improvement,Source Verified,36 months,8,40,12.99,126,0.0,1,40000.0,31.8,1
18589,C,RENT,debt_consolidation,Source Verified,36 months,9,41,12.99,269,0.0,2,41245.1,18.18,1
9085,C,MORTGAGE,debt_consolidation,Source Verified,60 months,1,45,15.31,225,0.0,4,135000.0,11.93,1
28246,D,RENT,debt_consolidation,Source Verified,36 months,0,72,16.77,146,,0,24300.0,12.74,1
7394,B,MORTGAGE,credit_card,Verified,60 months,10,36,9.49,209,0.0,0,90000.0,13.09,1
21996,F,RENT,debt_consolidation,Source Verified,60 months,7,51,24.08,193,0.0,2,40000.0,25.35,1
23882,D,MORTGAGE,debt_consolidation,Not Verified,60 months,10,41,15.61,185,0.0,0,112000.0,17.56,1
11948,C,OWN,car,Not Verified,36 months,2,93,14.22,138,0.0,3,50000.0,14.09,1
11590,C,MORTGAGE,vacation,Not Verified,36 months,10,36,13.66,160,0.0,0,72000.0,34.28,1
1714,B,RENT,debt_consolidation,Not Verified,36 months,9,51,13.05,196,0.0,1,43000.0,18.73,1
8347,C,MORTGAGE,debt_consolidation,Not Verified,60 months,3,36,12.99,181,0.0,1,58666.0,27.45,1
6677,F,RENT,other,Verified,36 months,10,37,22.99,156,0.0,4,183000.0,12.01,0
12830,B,OWN,credit_card,Not Verified,36 months,10,40,9.17,206,0.0,1,88000.0,17.84,1
8256,C,MORTGAGE,other,Not Verified,36 months,10,42,13.98,176,0.0,2,78000.0,14.22,1
20109,A,MORTGAGE,credit_card,Not Verified,36 months,10,44,7.62,200,0.0,0,75000.0,17.73,1
814,C,OWN,house,Source Verified,36 months,0,65,14.65,133,0.0,2,24000.0,23.7,1
514,C,RENT,other,Source Verified,36 months,10,42,13.35,229,0.0,1,32204.0,30.12,0
2331,D,MORTGAGE,debt_consolidation,Source Verified,36 months,10,50,19.52,279,0.0,1,1510000.0,1.01,1
10284,A,MORTGAGE,debt_consolidation,Not Verified,36 months,8,38,8.39,343,0.0,0,50000.0,8.14,1
6282,B,MORTGAGE,debt_consolidation,Source Verified,36 months,10,38,10.99,263,0.0,0,45000.0,8.45,1
15104,D,MORTGAGE,debt_consolidation,Verified,60 months,5,53,17.56,147,0.0,1,40000.0,30.63,0
24393,B,MORTGAGE,debt_consolidation,Source Verified,36 months,6,62,13.11,191,0.0,0,35000.0,28.9,1
22679,A,RENT,debt_consolidation,Source Verified,36 months,7,42,8.39,324,0.0,0,80000.0,16.16,1
27783,A,MORTGAGE,debt_consolidation,Source Verified,36 months,5,38,6.03,279,0.0,0,84000.0,18.6,1
15100,A,MORTGAGE,debt_consolidation,Source Verified,36 months,2,54,8.9,257,0.0,0,157000.0,7.37,1
5782,D,MORTGAGE,credit_card,Verified,60 months,10,38,16.29,268,0.0,1,65000.0,20.62,1
8173,D,MORTGAGE,debt_consolidation,Verified,60 months,10,47,17.57,203,0.0,1,52600.0,6.89,1
24952,D,RENT,debt_consolidation,Source Verified,60 months,1,37,15.99,172,0.0,0,39000.0,23.42,1
6808,C,MORTGAGE,debt_consolidation,Verified,36 months,10,59,14.33,322,0.0,0,45000.0,31.55,1
23777,A,MORTGAGE,credit_card,Source Verified,36 months,4,48,7.9,370,0.0,1,100000.0,19.49,1
22643,B,MORTGAGE,debt_consolidation,Not Verified,36 months,3,44,11.99,342,0.0,0,400000.0,14.57,1
27357,A,MORTGAGE,debt_consolidation,Not Verified,36 months,10,42,8.39,192,0.0,1,120000.0,17.33,1
15178,B,MORTGAGE,credit_card,Not Verified,36 months,1,46,12.99,158,0.0,2,54000.0,14.8,1
18313,D,RENT,debt_consolidation,Not Verified,36 months,10,49,18.55,211,0.0,0,31000.0,26.79,1
25156,C,MORTGAGE,home_improvement,Verified,36 months,8,42,12.99,347,0.0,1,95000.0,27.24,0
25355,E,MORTGAGE,debt_consolidation,Verified,60 months,3,58,21.49,221,0.0,2,56000.0,6.92,0
17104,D,RENT,debt_consolidation,Source Verified,36 months,4,43,18.25,214,0.0,0,32000.0,19.62,1
9310,E,MORTGAGE,other,Verified,60 months,0,48,23.4,315,,5,92383.0,23.06,0
18978,C,RENT,debt_consolidation,Source Verified,36 months,3,38,13.98,99,0.0,1,33000.0,25.56,0
24359,E,RENT,debt_consolidation,Not Verified,36 months,10,43,18.99,233,0.0,1,48000.0,29.47,1
13356,D,MORTGAGE,credit_card,Verified,60 months,7,56,19.05,317,0.0,0,55000.0,24.7,1
24614,D,MORTGAGE,debt_consolidation,Source Verified,36 months,2,49,17.76,338,0.0,4,60000.0,19.3,1
1768,B,RENT,credit_card,Source Verified,36 months,0,59,10.16,283,0.0,0,104000.0,10.4,0
18375,C,RENT,debt_consolidation,Source Verified,36 months,10,49,14.3,228,0.0,0,32000.0,29.18,1
23230,D,OWN,credit_card,Not Verified,36 months,2,47,17.57,370,0.0,1,52000.0,6.37,0
8209,E,RENT,debt_consolidation,Source Verified,60 months,3,38,19.52,117,0.0,2,50000.0,15.79,1
5965,B,OWN,debt_consolidation,Verified,36 months,10,55,14.09,401,0.0,1,70000.0,5.01,1
16216,D,RENT,debt_consolidation,Verified,36 months,10,61,18.49,253,0.0,0,185000.0,18.13,1
10055,D,OWN,debt_consolidation,Verified,36 months,10,40,16.29,204,0.0,0,70000.0,16.84,1
24089,C,RENT,debt_consolidation,Source Verified,36 months,2,38,13.98,148,0.0,0,60000.0,27.82,1
13873,D,RENT,major_purchase,Source Verified,60 months,1,41,16.99,161,0.0,3,88000.0,7.96,1
10454,B,MORTGAGE,debt_consolidation,Source Verified,36 months,1,38,11.67,122,0.0,2,105000.0,23.51,0
7975,C,OWN,credit_card,Not Verified,36 months,6,51,15.88,282,0.0,0,60000.0,18.32,1
19834,E,MORTGAGE,debt_consolidation,Verified,60 months,10,54,21.0,149,0.0,1,50350.0,18.21,0
21534,C,MORTGAGE,debt_consolidation,Verified,36 months,6,61,14.33,196,0.0,0,60000.0,21.54,1
5058,E,RENT,debt_consolidation,Verified,60 months,10,52,21.15,252,0.0,1,75000.0,30.14,1
20559,D,RENT,debt_consolidation,Not Verified,36 months,4,45,18.25,201,0.0,5,45000.0,18.53,0
26712,B,MORTGAGE,debt_consolidation,Verified,36 months,0,52,12.35,178,0.0,0,51600.0,11.83,1
19780,B,RENT,debt_consolidation,Source Verified,60 months,1,46,12.85,364,0.0,0,115000.0,11.44,1
12095,C,MORTGAGE,debt_consolidation,Source Verified,60 months,8,41,14.99,283,0.0,2,65000.0,23.21,1
24287,B,MORTGAGE,debt_consolidation,Source Verified,60 months,8,43,12.49,206,0.0,1,120000.0,23.53,1
19260,D,MORTGAGE,debt_consolidation,Verified,36 months,0,54,19.05,222,0.0,2,56000.0,21.64,1
19971,B,MORTGAGE,home_improvement,Verified,36 months,5,54,11.14,409,0.0,0,42000.0,22.54,1
20995,B,RENT,credit_card,Not Verified,36 months,5,63,13.11,312,0.0,0,65000.0,12.39,1
129,E,OWN,debt_consolidation,Source Verified,36 months,5,46,21.18,318,0.0,0,33000.0,32.84,0
12039,E,MORTGAGE,debt_consolidation,Verified,36 months,8,38,20.2,128,0.0,0,42000.0,23.28,1
18613,A,RENT,debt_consolidation,Not Verified,36 months,1,41,7.69,142,0.0,1,54000.0,20.62,1
3158,E,RENT,other,Source Verified,36 months,6,40,18.99,279,0.0,0,75000.0,9.23,1
17918,G,OWN,debt_consolidation,Source Verified,60 months,5,64,24.7,225,0.0,2,50000.0,15.69,1
20505,D,RENT,debt_consolidation,Source Verified,60 months,10,60,19.72,251,0.0,1,90000.0,14.56,0
5013,C,OWN,debt_consolidation,Source Verified,36 months,9,45,14.64,231,0.0,0,26300.0,20.63,0
4628,B,MORTGAGE,debt_consolidation,Verified,36 months,10,44,11.99,256,0.0,0,116000.0,17.3,1
15696,B,MORTGAGE,credit_card,Verified,36 months,3,43,12.99,213,0.0,1,46000.0,21.11,1
28109,C,RENT,debt_consolidation,Verified,60 months,0,38,13.98,204,0.0,0,62000.0,18.14,1
27150,A,MORTGAGE,debt_consolidation,Verified,36 months,10,45,7.9,184,0.0,1,92000.0,19.18,1
17254,B,RENT,credit_card,Source Verified,36 months,2,41,9.17,141,0.0,0,70000.0,28.84,1
19889,B,OWN,credit_card,Verified,36 months,0,52,12.35,151,0.0,2,22000.0,25.53,0
15809,C,MORTGAGE,credit_card,Source Verified,60 months,9,47,13.98,186,0.0,0,64000.0,9.73,1
22423,B,MORTGAGE,home_improvement,Source Verified,36 months,0,37,9.49,374,,2,68000.0,16.4,1
22187,C,RENT,debt_consolidation,Not Verified,36 months,3,37,12.99,75,0.0,0,21000.0,9.09,1
27741,B,MORTGAGE,small_business,Verified,36 months,4,86,9.99,143,0.0,0,72000.0,18.68,1
18140,C,RENT,debt_consolidation,Source Verified,36 months,7,41,14.99,169,0.0,2,100000.0,9.96,1
28569,C,MORTGAGE,home_improvement,Source Verified,60 months,10,50,14.3,237,0.0,0,72000.0,9.05,0
20499,C,MORTGAGE,credit_card,Verified,60 months,10,40,12.99,263,0.0,2,245000.0,19.47,1
1123,C,RENT,debt_consolidation,Source Verified,36 months,10,38,13.98,274,,0,70000.0,9.21,1
23700,A,RENT,debt_consolidation,Verified,36 months,1,43,7.69,172,0.0,0,75000.0,24.99,1
14887,A,RENT,debt_consolidation,Not Verified,36 months,2,38,7.69,289,0.0,0,48000.0,17.55,1
20056,D,RENT,other,Source Verified,36 months,0,62,17.77,195,0.0,3,29000.0,26.48,1
27987,D,MORTGAGE,debt_consolidation,Verified,60 months,10,40,15.61,240,0.0,1,80000.0,22.81,1
15700,E,OWN,debt_consolidation,Verified,36 months,4,92,17.56,281,0.0,0,80000.0,17.46,1
19277,D,MORTGAGE,debt_consolidation,Not Verified,60 months,10,42,18.24,206,0.0,0,40000.0,15.09,1
12347,C,RENT,credit_card,Verified,36 months,6,37,14.31,185,0.0,0,45000.0,19.55,1
2077,C,MORTGAGE,debt_consolidation,Source Verified,60 months,2,42,14.49,220,0.0,0,50000.0,10.2,1
25434,D,RENT,debt_consolidation,Verified,60 months,8,38,16.29,150,0.0,0,81341.8,22.12,1
12529,C,MORTGAGE,credit_card,Verified,36 months,9,38,14.99,192,0.0,1,49000.0,32.55,0
27975,D,MORTGAGE,debt_consolidation,Verified,36 months,10,60,19.72,476,0.0,3,149857.0,5.89,1
2215,B,MORTGAGE,debt_consolidation,Verified,36 months,2,59,11.14,193,0.0,0,60000.0,5.7,1
2478,C,OWN,debt_consolidation,Source Verified,36 months,1,53,13.68,191,0.0,2,89000.0,20.83,0
11006,D,MORTGAGE,debt_consolidation,Source Verified,60 months,6,72,18.25,434,0.0,2,92604.0,18.84,1
7593,B,MORTGAGE,debt_consolidation,Not Verified,36 months,7,53,9.71,159,0.0,0,31000.0,24.27,1
1977,B,RENT,debt_consolidation,Source Verified,36 months,10,43,10.99,241,0.0,1,53460.0,15.91,1
